"outcome","aggr_level","sex","grouping","year","count_n_patients","rate_n_patients","mean3y_count_n_patients","mean3y_rate_n_patients"
"m3","kom","male","Fanø","2016",473,35319,463,35368
"m3","kom","male","Favrskov","2007",3166,30210,NA,NA
"m3","kom","male","Favrskov","2008",3359,31308,NA,NA
"m3","kom","male","Favrskov","2009",3524,31946,3350,31168
"m3","kom","male","Favrskov","2010",3674,32592,3519,31960
"m3","kom","male","Favrskov","2011",3877,33318,3692,32636
"m3","kom","male","Favrskov","2012",4017,33752,3856,33236
"m3","kom","male","Favrskov","2013",4031,33092,3975,33385
"m3","kom","male","Favrskov","2014",4127,33207,4058,33346
"m3","kom","male","Favrskov","2015",4186,32983,4115,33092
"m3","kom","male","Favrskov","2016",4210,32671,4174,32954
"m3","kom","male","Faxe","2007",2790,30170,NA,NA
"m3","kom","male","Faxe","2008",2946,31060,NA,NA
"m3","kom","male","Faxe","2009",3038,31386,2925,30883
"m3","kom","male","Faxe","2010",3171,32291,3052,31589
"m3","kom","male","Faxe","2011",3285,32870,3165,32199
"m3","kom","male","Faxe","2012",3361,32782,3272,32663
"m3","kom","male","Faxe","2013",3427,32867,3358,32843
"m3","kom","male","Faxe","2014",3457,32567,3415,32733
"m3","kom","male","Faxe","2015",3537,32811,3474,32751
"m3","kom","male","Faxe","2016",3619,32747,3538,32709
"m3","kom","male","Fredensborg","2007",2894,29756,NA,NA
"m3","kom","male","Fredensborg","2008",3029,30752,NA,NA
"m3","kom","male","Fredensborg","2009",3111,30776,3011,30444
"m3","kom","male","Fredensborg","2010",3245,31314,3128,30954
"m3","kom","male","Fredensborg","2011",3299,31047,3218,31059
"m3","kom","male","Fredensborg","2012",3363,30826,3302,31066
"m3","kom","male","Fredensborg","2013",3440,30972,3367,30944
"m3","kom","male","Fredensborg","2014",3512,30621,3438,30802
"m3","kom","male","Fredensborg","2015",3569,30386,3507,30653
"m3","kom","male","Fredensborg","2016",3613,30076,3565,30356
"m3","kom","male","Fredericia","2007",4036,32477,NA,NA
"m3","kom","male","Fredericia","2008",4265,33783,NA,NA
"m3","kom","male","Fredericia","2009",4428,34496,4243,33596
"m3","kom","male","Fredericia","2010",4589,35171,4427,34486
"m3","kom","male","Fredericia","2011",4736,35657,4584,35107
"m3","kom","male","Fredericia","2012",4813,35642,4713,35497
"m3","kom","male","Fredericia","2013",4971,36151,4840,35814
"m3","kom","male","Fredericia","2014",5024,35821,4936,35859
"m3","kom","male","Fredericia","2015",5045,35360,5013,35766
"m3","kom","male","Fredericia","2016",5168,35580,5079,35584
"m3","kom","male","Frederiksberg","2007",5853,30182,NA,NA
"m3","kom","male","Frederiksberg","2008",6019,30687,NA,NA
"m3","kom","male","Frederiksberg","2009",6133,30976,6002,30612
"m3","kom","male","Frederiksberg","2010",6214,31220,6122,30962
"m3","kom","male","Frederiksberg","2011",6290,31226,6212,31145
"m3","kom","male","Frederiksberg","2012",6347,31260,6284,31239
"m3","kom","male","Frederiksberg","2013",6379,31021,6339,31169
"m3","kom","male","Frederiksberg","2014",6366,30518,6364,30926
"m3","kom","male","Frederiksberg","2015",6450,30407,6398,30643
"m3","kom","male","Frederiksberg","2016",6566,30291,6461,30411
"m3","kom","male","Frederikshavn","2007",6120,33854,NA,NA
"m3","kom","male","Frederikshavn","2008",6449,35010,NA,NA
"m3","kom","male","Frederikshavn","2009",6659,35528,6409,34808
"m3","kom","male","Frederikshavn","2010",6830,36082,6646,35548
"m3","kom","male","Frederikshavn","2011",7003,36516,6831,36045
"m3","kom","male","Frederikshavn","2012",7083,36411,6972,36336
"m3","kom","male","Frederikshavn","2013",7119,36027,7068,36316
"m3","kom","male","Frederikshavn","2014",7135,35560,7112,35997
"m3","kom","male","Frederikshavn","2015",7208,35409,7154,35666
"m3","kom","male","Frederikshavn","2016",7346,35660,7230,35543
"m3","kom","male","Frederikssund","2007",3571,31127,NA,NA
"m3","kom","male","Frederikssund","2008",3747,31895,NA,NA
"m3","kom","male","Frederikssund","2009",3971,33046,3763,32036
"m3","kom","male","Frederikssund","2010",4126,33546,3948,32849
"m3","kom","male","Frederikssund","2011",4278,34070,4125,33569
"m3","kom","male","Frederikssund","2012",4339,33652,4248,33764
"m3","kom","male","Frederikssund","2013",4372,33242,4330,33640
"m3","kom","male","Frederikssund","2014",4388,32868,4366,33241
"m3","kom","male","Frederikssund","2015",4443,32514,4401,32872
"m3","kom","male","Frederikssund","2016",4505,32359,4445,32573
"m3","kom","male","Furesø","2007",2753,28831,NA,NA
"m3","kom","male","Furesø","2008",2893,29837,NA,NA
"m3","kom","male","Furesø","2009",3110,31374,2919,30037
"m3","kom","male","Furesø","2010",3184,31310,3062,30859
"m3","kom","male","Furesø","2011",3250,31524,3181,31408
"m3","kom","male","Furesø","2012",3288,31339,3241,31394
"m3","kom","male","Furesø","2013",3259,30530,3266,31124
"m3","kom","male","Furesø","2014",3304,30274,3284,30713
"m3","kom","male","Furesø","2015",3346,30013,3303,30274
"m3","kom","male","Furesø","2016",3426,30034,3359,30115
"m3","kom","male","Gentofte","2007",4965,29959,NA,NA
"m3","kom","male","Gentofte","2008",5063,30126,NA,NA
"m3","kom","male","Gentofte","2009",5199,30346,5076,30139
"m3","kom","male","Gentofte","2010",5343,30733,5202,30400
"m3","kom","male","Gentofte","2011",5411,30732,5318,30607
"m3","kom","male","Gentofte","2012",5526,30722,5427,30739
"m3","kom","male","Gentofte","2013",5535,30163,5491,30534
"m3","kom","male","Gentofte","2014",5598,29893,5553,30254
"m3","kom","male","Gentofte","2015",5613,29474,5582,29840
"m3","kom","male","Gentofte","2016",5600,28933,5604,29431
"m3","kom","male","Gladsaxe","2007",4496,31415,NA,NA
"m3","kom","male","Gladsaxe","2008",4668,32158,NA,NA
"m3","kom","male","Gladsaxe","2009",4732,32311,4632,31965
"m3","kom","male","Gladsaxe","2010",4815,32561,4738,32346
"m3","kom","male","Gladsaxe","2011",4931,33022,4826,32638
"m3","kom","male","Gladsaxe","2012",5033,33333,4926,32981
"m3","kom","male","Gladsaxe","2013",5069,33042,5011,33130
"m3","kom","male","Gladsaxe","2014",5089,32695,5064,33014
"m3","kom","male","Gladsaxe","2015",5141,32652,5100,32793
"m3","kom","male","Gladsaxe","2016",5184,32528,5138,32629
"m3","kom","male","Glostrup","2007",1666,33124,NA,NA
"m3","kom","male","Glostrup","2008",1721,33939,NA,NA
"m3","kom","male","Glostrup","2009",1793,34491,1727,33873
"m3","kom","male","Glostrup","2010",1885,35542,1800,34668
"m3","kom","male","Glostrup","2011",1919,36142,1866,35382
"m3","kom","male","Glostrup","2012",1937,35949,1914,35871
"m3","kom","male","Glostrup","2013",1963,35922,1940,36016
"m3","kom","male","Glostrup","2014",2001,36099,1967,36004
"m3","kom","male","Glostrup","2015",1993,35347,1986,35796
"m3","kom","male","Glostrup","2016",2001,35195,1998,35544
"m3","kom","male","Greve","2007",3836,32179,NA,NA
"m3","kom","male","Greve","2008",3982,33089,NA,NA
"m3","kom","male","Greve","2009",4142,33619,3987,32976
"m3","kom","male","Greve","2010",4258,33813,4127,33514
"m3","kom","male","Greve","2011",4356,33675,4252,33706
"m3","kom","male","Greve","2012",4459,33802,4358,33767
"m3","kom","male","Greve","2013",4517,33804,4444,33771
"m3","kom","male","Greve","2014",4584,33540,4520,33722
"m3","kom","male","Greve","2015",4708,33621,4603,33649
"m3","kom","male","Greve","2016",4726,33240,4673,33461
"m3","kom","male","Gribskov","2007",3584,31120,NA,NA
"m3","kom","male","Gribskov","2008",3727,31674,NA,NA
"m3","kom","male","Gribskov","2009",3876,32194,3729,31678
"m3","kom","male","Gribskov","2010",4111,33255,3905,32394
"m3","kom","male","Gribskov","2011",4273,33682,4087,33056
"m3","kom","male","Gribskov","2012",4321,33180,4235,33375
"m3","kom","male","Gribskov","2013",4426,33245,4340,33374
"m3","kom","male","Gribskov","2014",4464,32655,4404,33029
"m3","kom","male","Gribskov","2015",4498,32188,4463,32694
"m3","kom","male","Gribskov","2016",4551,31912,4504,32250
"m3","kom","male","Guldborgsund","2007",5973,30952,NA,NA
"m3","kom","male","Guldborgsund","2008",6296,32398,NA,NA
"m3","kom","male","Guldborgsund","2009",6489,33048,6253,32136
"m3","kom","male","Guldborgsund","2010",6681,33638,6489,33031
"m3","kom","male","Guldborgsund","2011",6823,34363,6664,33683
"m3","kom","male","Guldborgsund","2012",6917,34517,6807,34175
"m3","kom","male","Guldborgsund","2013",7031,34639,6924,34508
"m3","kom","male","Guldborgsund","2014",7051,34359,7000,34501
"m3","kom","male","Guldborgsund","2015",7183,34487,7088,34492
"m3","kom","male","Guldborgsund","2016",7362,34954,7199,34599
"m3","kom","male","Haderslev","2007",4805,32089,NA,NA
"m3","kom","male","Haderslev","2008",5085,33480,NA,NA
"m3","kom","male","Haderslev","2009",5313,34436,5068,33347
"m3","kom","male","Haderslev","2010",5482,35152,5293,34363
"m3","kom","male","Haderslev","2011",5643,35579,5479,35069
"m3","kom","male","Haderslev","2012",5756,35757,5627,35503
"m3","kom","male","Haderslev","2013",5803,35660,5734,35667
"m3","kom","male","Haderslev","2014",5944,35883,5834,35768
"m3","kom","male","Haderslev","2015",6004,35588,5917,35713
"m3","kom","male","Haderslev","2016",6109,35747,6019,35744
"m3","kom","male","Halsnæs","2007",2763,31688,NA,NA
"m3","kom","male","Halsnæs","2008",2935,32972,NA,NA
"m3","kom","male","Halsnæs","2009",3026,33225,2908,32643
"m3","kom","male","Halsnæs","2010",3189,34316,3050,33510
"m3","kom","male","Halsnæs","2011",3292,34702,3169,34088
"m3","kom","male","Halsnæs","2012",3394,35114,3292,34712
"m3","kom","male","Halsnæs","2013",3412,34578,3366,34800
"m3","kom","male","Halsnæs","2014",3449,34210,3418,34633
"m3","kom","male","Halsnæs","2015",3445,33646,3435,34143
"m3","kom","male","Halsnæs","2016",3549,33717,3481,33853
"m3","kom","male","Hedensted","2007",3442,30812,NA,NA
"m3","kom","male","Hedensted","2008",3714,32397,NA,NA
"m3","kom","male","Hedensted","2009",3945,33547,3700,32263
"m3","kom","male","Hedensted","2010",4123,34516,3927,33493
"m3","kom","male","Hedensted","2011",4220,34593,4096,34233
"m3","kom","male","Hedensted","2012",4331,34684,4225,34608
"m3","kom","male","Hedensted","2013",4396,34492,4316,34582
"m3","kom","male","Hedensted","2014",4426,34214,4384,34461
"m3","kom","male","Hedensted","2015",4474,33871,4432,34190
"m3","kom","male","Hedensted","2016",4577,33900,4492,33994
"m3","kom","male","Helsingør","2007",4927,30977,NA,NA
"m3","kom","male","Helsingør","2008",5199,31950,NA,NA
"m3","kom","male","Helsingør","2009",5320,32184,5149,31713
"m3","kom","male","Helsingør","2010",5452,32447,5324,32203
"m3","kom","male","Helsingør","2011",5661,32911,5478,32523
"m3","kom","male","Helsingør","2012",5814,33140,5642,32839
"m3","kom","male","Helsingør","2013",5885,32887,5787,32980
"m3","kom","male","Helsingør","2014",5994,32927,5898,32985
"m3","kom","male","Helsingør","2015",6002,32409,5960,32740
"m3","kom","male","Helsingør","2016",6098,32260,6031,32537
"m3","kom","male","Herlev","2007",2160,32103,NA,NA
"m3","kom","male","Herlev","2008",2238,32912,NA,NA
"m3","kom","male","Herlev","2009",2276,33332,2225,32788
"m3","kom","male","Herlev","2010",2279,33087,2264,33114
"m3","kom","male","Herlev","2011",2328,33726,2294,33385
"m3","kom","male","Herlev","2012",2362,33919,2323,33583
"m3","kom","male","Herlev","2013",2403,34015,2364,33889
"m3","kom","male","Herlev","2014",2388,33506,2384,33814
"m3","kom","male","Herlev","2015",2410,33368,2400,33629
"m3","kom","male","Herlev","2016",2414,32913,2404,33265
"m3","kom","male","Herning","2007",6426,32732,NA,NA
"m3","kom","male","Herning","2008",6760,33716,NA,NA
"m3","kom","male","Herning","2009",7108,34610,6765,33700
"m3","kom","male","Herning","2010",7444,35444,7104,34601
"m3","kom","male","Herning","2011",7717,36004,7423,35362
"m3","kom","male","Herning","2012",7948,36366,7703,35947
"m3","kom","male","Herning","2013",8040,36163,7902,36180
"m3","kom","male","Herning","2014",8155,35910,8048,36143
"m3","kom","male","Herning","2015",8310,35822,8168,35961
"m3","kom","male","Herning","2016",8455,35564,8307,35760
"m3","kom","male","Hillerød","2007",3004,28520,NA,NA
"m3","kom","male","Hillerød","2008",3200,29412,NA,NA
"m3","kom","male","Hillerød","2009",3302,29718,3169,29220
"m3","kom","male","Hillerød","2010",3466,30335,3323,29831
"m3","kom","male","Hillerød","2011",3589,30667,3452,30257
"m3","kom","male","Hillerød","2012",3703,30880,3586,30636
"m3","kom","male","Hillerød","2013",3711,30139,3668,30557
"m3","kom","male","Hillerød","2014",3812,30475,3742,30491
"m3","kom","male","Hillerød","2015",3852,30140,3792,30253
"m3","kom","male","Hillerød","2016",3884,29760,3849,30131
"m3","kom","male","Hjørring","2007",6023,33371,NA,NA
"m3","kom","male","Hjørring","2008",6303,34474,NA,NA
"m3","kom","male","Hjørring","2009",6527,35205,6284,34357
"m3","kom","male","Hjørring","2010",6823,36258,6551,35322
"m3","kom","male","Hjørring","2011",6987,36608,6779,36035
"m3","kom","male","Hjørring","2012",7080,36477,6963,36451
"m3","kom","male","Hjørring","2013",7130,36295,7066,36458
"m3","kom","male","Hjørring","2014",7110,35892,7107,36220
"m3","kom","male","Hjørring","2015",7163,35678,7134,35951
"m3","kom","male","Hjørring","2016",7267,35668,7180,35745
"m3","kom","male","Holbæk","2007",5304,31859,NA,NA
"m3","kom","male","Holbæk","2008",5639,33114,NA,NA
"m3","kom","male","Holbæk","2009",5897,33815,5613,32943
"m3","kom","male","Holbæk","2010",6102,34252,5879,33733
"m3","kom","male","Holbæk","2011",6309,34759,6103,34278
"m3","kom","male","Holbæk","2012",6455,35054,6289,34695
"m3","kom","male","Holbæk","2013",6588,34941,6451,34923
"m3","kom","male","Holbæk","2014",6654,34617,6566,34869
"m3","kom","male","Holbæk","2015",6773,34384,6672,34645
"m3","kom","male","Holbæk","2016",6944,34510,6790,34504
"m3","kom","male","Holstebro","2007",4349,31345,NA,NA
"m3","kom","male","Holstebro","2008",4574,32441,NA,NA
"m3","kom","male","Holstebro","2009",4793,33302,4572,32375
"m3","kom","male","Holstebro","2010",4997,34305,4788,33367
"m3","kom","male","Holstebro","2011",5144,34611,4978,34089
"m3","kom","male","Holstebro","2012",5268,34768,5136,34559
"m3","kom","male","Holstebro","2013",5316,34621,5243,34664
"m3","kom","male","Holstebro","2014",5446,34782,5343,34726
"m3","kom","male","Holstebro","2015",5573,34832,5445,34746
"m3","kom","male","Holstebro","2016",5684,34903,5568,34839
"m3","kom","male","Horsens","2007",6030,32389,NA,NA
"m3","kom","male","Horsens","2008",6468,33885,NA,NA
"m3","kom","male","Horsens","2009",6846,34961,6448,33763
"m3","kom","male","Horsens","2010",7149,35858,6821,34915
"m3","kom","male","Horsens","2011",7378,36306,7124,35715
"m3","kom","male","Horsens","2012",7553,36364,7360,36185
"m3","kom","male","Horsens","2013",7639,35874,7523,36179
"m3","kom","male","Horsens","2014",7725,35608,7639,35942
"m3","kom","male","Horsens","2015",7829,35324,7731,35599
"m3","kom","male","Horsens","2016",7878,34748,7811,35221
"m3","kom","male","Hvidovre","2007",3781,31902,NA,NA
"m3","kom","male","Hvidovre","2008",4014,33355,NA,NA
"m3","kom","male","Hvidovre","2009",4130,34066,3975,33120
"m3","kom","male","Hvidovre","2010",4229,34765,4124,34069
"m3","kom","male","Hvidovre","2011",4349,35315,4236,34727
"m3","kom","male","Hvidovre","2012",4423,35434,4334,35176
"m3","kom","male","Hvidovre","2013",4429,35122,4400,35284
"m3","kom","male","Hvidovre","2014",4431,34580,4428,35042
"m3","kom","male","Hvidovre","2015",4486,34821,4449,34842
"m3","kom","male","Hvidovre","2016",4494,34459,4470,34624
"m3","kom","male","Høje Taastrup","2007",3547,33669,NA,NA
"m3","kom","male","Høje Taastrup","2008",3725,34760,NA,NA
"m3","kom","male","Høje Taastrup","2009",3853,35052,3708,34506
"m3","kom","male","Høje Taastrup","2010",3984,35726,3854,35194
"m3","kom","male","Høje Taastrup","2011",4053,35751,3963,35523
"m3","kom","male","Høje Taastrup","2012",4176,35901,4071,35785
"m3","kom","male","Høje Taastrup","2013",4260,35940,4163,35859
"m3","kom","male","Høje Taastrup","2014",4298,35523,4245,35782
"m3","kom","male","Høje Taastrup","2015",4338,35261,4299,35564
"m3","kom","male","Høje Taastrup","2016",4422,35118,4353,35296
"m3","kom","male","Hørsholm","2007",1966,28218,NA,NA
"m3","kom","male","Hørsholm","2008",2048,29067,NA,NA
"m3","kom","male","Hørsholm","2009",2112,29408,2042,28904
"m3","kom","male","Hørsholm","2010",2145,29384,2102,29295
"m3","kom","male","Hørsholm","2011",2171,29243,2143,29343
"m3","kom","male","Hørsholm","2012",2222,29272,2179,29303
"m3","kom","male","Hørsholm","2013",2251,29079,2215,29199
"m3","kom","male","Hørsholm","2014",2279,28793,2251,29036
"m3","kom","male","Hørsholm","2015",2289,28277,2273,28709
"m3","kom","male","Hørsholm","2016",2330,28404,2299,28489
"m3","kom","male","Ikast-Brande","2007",3081,31615,NA,NA
"m3","kom","male","Ikast-Brande","2008",3242,32393,NA,NA
"m3","kom","male","Ikast-Brande","2009",3371,33126,3231,32384
"m3","kom","male","Ikast-Brande","2010",3534,34008,3382,33183
"m3","kom","male","Ikast-Brande","2011",3650,34536,3518,33903
"m3","kom","male","Ikast-Brande","2012",3777,34946,3654,34510
"m3","kom","male","Ikast-Brande","2013",3860,34996,3762,34827
"m3","kom","male","Ikast-Brande","2014",3897,34625,3845,34848
"m3","kom","male","Ikast-Brande","2015",3963,34787,3907,34801
"m3","kom","male","Ikast-Brande","2016",4077,35038,3979,34821
"m3","kom","male","Ishøj","2007",1474,33519,NA,NA
"m3","kom","male","Ishøj","2008",1543,35084,NA,NA
"m3","kom","male","Ishøj","2009",1587,34498,1535,34363
"m3","kom","male","Ishøj","2010",1682,35772,1604,35129
"m3","kom","male","Ishøj","2011",1744,36239,1671,35536
"m3","kom","male","Ishøj","2012",1766,36062,1731,36055
"m3","kom","male","Ishøj","2013",1796,36192,1769,36189
"m3","kom","male","Ishøj","2014",1813,35510,1792,35923
"m3","kom","male","Ishøj","2015",1841,35094,1817,35593
"m3","kom","male","Ishøj","2016",1874,34981,1843,35202
"m3","kom","male","Jammerbugt","2007",3667,34312,NA,NA
"m3","kom","male","Jammerbugt","2008",3849,35158,NA,NA
"m3","kom","male","Jammerbugt","2009",4015,35894,3844,35136
"m3","kom","male","Jammerbugt","2010",4180,36684,4015,35922
"m3","kom","male","Jammerbugt","2011",4297,37226,4164,36608
"m3","kom","male","Jammerbugt","2012",4344,37230,4274,37044
"m3","kom","male","Jammerbugt","2013",4395,37182,4345,37213
"m3","kom","male","Jammerbugt","2014",4413,36730,4384,37049
"m3","kom","male","Jammerbugt","2015",4488,36790,4432,36897
